ID,Name,Domain,Reg date,Title,Brand name,.com,.net,.org,.biz,Global rank,Top country,Google results,Link
2354,Liftderma-BR,liftderma-br.com,08/27/13,Liftderma | Você com uma aparencia mais jovem,LiftDerma,No,No,No,Yes,N/A,N/A,"35,100",http://www.liftderma-br.com/np/lp.php?subid=400541&hid=&lpid=&c1=&c2=&c3=&sid=1043&dt=2013-09-30_18:13:39
2359,The Tile App – CPS,go2cloud.org,10/28/10,N/A,N/A,N/A,N/A,N/A,N/A,2041,USA,N/A,http://giddyupmedia.go2cloud.org/aff_c?offer_id=88&aff_id=1042&aff_sub=110068&aff_sub2=16040992
2360,Tagit Monthly - US – TMO,mobiledirecthub.com,11/28/12,"Tagit Coupon - BIG Brands, MASSIVE Discounts",Tagit,No,No,No,No,"793,555",USA,"26,800,000",http://www.mobiledirecthub.com/designs/payvia_static/w1_5/?post_url=http%3A%2F%2Fwww.mobiledirecthub.com%2Fapi%2F%3Fparams%3D%257B%2522action%2522%253A%2522post%2522%252C%2522txn_id%2522%253A%25227247349%2522%252C%2522arg%2522%253A%2522null%2522%257D&action=mobile&price=9.99&support_email=support%40mobillix.com&support_ph=18558555988&ta_uri=http%3A%2F%2Fwww.tagitcoupon.com%2Fdocs%2Fterms.php&cancel_uri=http%3A%2F%2Fwww.tagitcoupon.com%2Fmobile.php%3Fp%3Dcancel&subscription=1&arg=null
2361,KollagenIntensive-US,newofferhub.com,04/09/12,NewOfferHub,NewOfferHub,No,Yes,Yes,Yes,"2,196,024",N/A,664,http://newofferhub.com/
2362,Vivexin-US,newofferhub.com,04/09/12,NewOfferHub,NewOfferHub,No,Yes,Yes,Yes,"2,196,024",N/A,664,http://newofferhub.com/
2363,Adrenalast-AU,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",http://au.adrenalast.com/?AFID=1066&C1=300001&C2=686340249
2364,TitaniumProX-IE,titaniumprox.com,08/05/13,Titanium Pro X,Titanium Pro X,No,No,No,Yes,"837,761",France,"284,000",http://ie.titaniumprox.com/?AFID=1066&C1=300001&C2=686340365
2365,Adrenalast-IE,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",http://ie.adrenalast.com/?AFID=1066&C1=300001&C2=686340402
2366,TitaniumProX-ZA,titaniumprox.com,08/05/13,Titanium Pro X,Titanium Pro X,No,No,No,Yes,"837,761",France,"284,000",http://za.titaniumprox.com/?AFID=1066&C1=300001&C2=686340439
2367,Adrenalast-ZA,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",http://za.adrenalast.com/?AFID=1066&C1=300001&C2=686340499
2368,TitaniumProX-SG,titaniumprox.com,08/05/13,Titanium Pro X,Titanium Pro X,No,No,No,Yes,"837,761",France,"284,000",http://sg.titaniumprox.com/?AFID=1066&C1=300001&C2=686340514
2369,Adrenalast-SG,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",http://sg.adrenalast.com/?AFID=1066&C1=300001&C2=686340532
2370,TitaniumProX-MY,titaniumprox.com,08/05/13,Titanium Pro X,Titanium Pro X,No,No,No,Yes,"837,761",France,"284,000",http://my.titaniumprox.com/?AFID=1066&C1=300001&C2=686340547
2371,Adrenalast-MY,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",http://my.adrenalast.com/?AFID=1066&C1=300001&C2=686340562
2372,TitaniumProX-HK,titaniumprox.com,08/05/13,Titanium Pro X,Titanium Pro X,No,No,No,Yes,"837,761",France,"284,000",http://hk.titaniumprox.com/?AFID=1066&C1=300001&C2=686340578
2373,Adrenalast-HK,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",http://hk.adrenalast.com/?AFID=1066&C1=300001&C2=686340589
2374,DealShack,dealshack.co,02/22/13,"Dealshack - BIG Brands, MASSIVE Discounts",Dealshack,No,No,Yes,Yes,"3,172,440",N/A,"11,400",http://join.dealshack.co/?tid=102afd6c677f087eab34c84125f2a3&aid=22&oid=14&kw=166918678&cid=447670&cam=&token=EeN6Ozn2TNPitRVQl3a5
2375,EsquireMagazine,trackmobi.com,03/16/11,404 Not Found,N/A,N/A,N/A,N/A,N/A,"812,638",USA,N/A,http://tm.trackmobi.com/aff_c?offer_id=2187&aff_id=22056&aff_sub=686340714&source=300001
2376,O - The Oprah Magazine,trackmobi.com,03/16/11,404 Not Found,N/A,N/A,N/A,N/A,N/A,"812,638",USA,N/A,http://tm.trackmobi.com/aff_c?offer_id=2189&aff_id=22056&aff_sub=686340750&source=300001
2377,UnitedCarInsurance,unitedinsuranceusa.com,12/12/12,Save on Auto Insurance Today!,United Insurance USA,No,Yes,Yes,Yes,"629,976",USA,"482,000",http://www.unitedinsuranceusa.com/index-S.php?CID=4049&aff_sub=447670
2378,TitaniumProX-BE,titaniumprox.com,08/05/13,Titanium Pro X,Titanium Pro X,No,No,No,Yes,"837,761",France,"284,000",http://be.titaniumprox.com/?AFID=1066&C1=300001&C2=686340934
2379,Adrenalast-BE,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",http://be.adrenalast.com/?AFID=1066&C1=300001&C2=686340973
2380,TitaniumProX-DK,titaniumprox.com,08/05/13,Titanium Pro X,Titanium Pro X,No,No,No,Yes,"837,761",France,"284,000",http://dk.titaniumprox.com/?AFID=1066&C1=300001&C2=686340983
2381,Adrenalast-DK,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",http://dk.adrenalast.com/?AFID=1066&C1=300001&C2=686340996
2382,TitaniumProX-FR,titaniumprox.com,08/05/13,Titanium Pro X,Titanium Pro X,No,No,No,Yes,"837,761",France,"284,000",http://fr.titaniumprox.com/?AFID=1066&C1=300001&C2=686341009
2383,Adrenalast-FR,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",http://fr.adrenalast.com/?AFID=1066&C1=300001&C2=686341018
2386,ConsumerCarSource,consumercarsource.com,11/16/10,ConsumerCarSource | The Source for Auto Insurance,Consumer Car Source,No,Yes,Yes,Yes,"497,094",USA,"62,700",http://www.consumercarsource.com/zipsubmit/?brand=awl2&pid=24985&cid=1028b884ff406b6b1538d68ae1ed26
2387,HeartAttackFighter,heartattackfighter.com,03/06/13,HeartAttackFighter,Heart Attack Figher,No,No,No,Yes,"110,775",USA,"241,000",https://heartattackfighter.com/dsv_cpa/?utm_source=ghj27hsj39&utm_medium=email&utm_content=1018_415696&utm_campaign=heartattack
2388,Boyaa-Vietnam,mobvista.com,10/24/12,N/A,N/A,N/A,N/A,N/A,N/A,"59,373",India,N/A,http://stat.mobvista.com/sta/cks.php?mb_act=record&mb_pl=android&mb_nt=cb130&mb_campid=boyaa_dzpk_vn&mb_type=banner&mb_cycode=vn&sub_id=8301&click_id=1021e1ed0cbd530141ba0aa02ccad2
2389,Antivirus-VN,centurys.com,06/21/02,Congratulations!,Centurys,No,No,No,Yes,2664577,USA,"504,000",http://exclusiverewards.centurys.com/?sov=62427701&hid=gsowmkkwioigmggw&&ctrl1=noiframe&id=XNSX.102ad356b8ca13926a353dd614d2a5%3A%3A678%3A%3A%7Bparam3%7D
2390,EasyFinder-VN,centurys.com,06/21/02,Congratulations!,Centurys,No,No,No,Yes,2664577,USA,"504,000",http://exclusiverewards.centurys.com/?sov=62427701&hid=bddrlndjdbhbbr&&ctrl1=noiframe&id=XNSX.102c68f576ecfd06bc77b0595fa1f3%3A%3A678%3A%3A%7Bparam3%7D
2391,iPhone5-VN,centurys.com,06/21/02,Congratulations!,Centurys,No,No,No,Yes,2664577,USA,"504,000",http://exclusiverewards.centurys.com/?sov=62427701&hid=cigeoioiekeciccs&&ctrl1=noiframe&id=XNSX.10218f194d3a8aef308fa79f9bde6f%3A%3A678%3A%3A%7Bparam3%7D
2392,PBM-KetoneSelect-UK,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,281539,USA,"8,380,000",https://secureeasyorders.com/offer/garcinia3022/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=686417830&SID2=300001&LPID=358&ClickID=30565450
2393,RussianBrides,russianbride.info,09/13/01,In-Depth Russian Dating Site with a Sweet Choice of Stunning Russian Girls!,Russian Brides,Yes,Yes,Yes,Yes,"101,275",South Africa,"5,400,000",http://www.russianbride.info/?afid=20097&subafid=235
2394,MiracleSaffron,miraclesaffron.com,10/08/12,Miracle Saffron,Miracle Saffron,No,No,No,Yes,"1,931,202",USA,"1,460,000",http://www.miraclesaffron.com/trial/index.php?AFID=94&SID=169&ptok=disable
2395,Empire,google.com,09/15/97,Empire: Four Kingdoms - Android Apps on Google Play,Empire: Four Kingdoms,No,No,No,Yes,1,USA,"4,370,000",https://play.google.com/store/apps/details?id=air.com.goodgamestudios.empirefourkingdoms&referrer=mat_click_id%3Df2738ee24fe26a2fe1-20131001-4066
2396,Prescopodene-AU/NZ,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,281539,USA,"8,380,000",https://secureeasyorders.com/offer/garcinia3022/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=686417830&SID2=300001&LPID=358&ClickID=30565450
2397,ClearCleansePro-AU/NZ,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,281539,USA,"8,380,000",https://secureeasyorders.com/offer/garcinia3022/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=686417830&SID2=300001&LPID=358&ClickID=30565450
2398,AcaiberryAktiv-DE,acaiberrymax.de,N/A,Acai Berry Pure Max,Acai Berry Pure Max,No,No,Yes,Yes,"557,809",Germany,"66,200",https://acaiberrymax.de/v10/lp/?affid=400128&hid=286828448&sid=1023&lpid=477&c1=300001&c2=686418940&c3
2399,Detoxmax-DE,detoxmax.de,N/A,Detox MAX,Detox MAX,Yes,No,No,Yes,"1,078,790",Germany,"19,100",https://detoxmax.de/v2/lp/?affid=400128&hid=286828657&sid=984&lpid=483&c1=300001&c2=686419076&c3
2400,Lipo13-NL,lipo-13.eu,N/A,Lipo-13 - Powerful weight loss formula,Lipo-13,No,No,No,Yes,"656,226",Spain,"44,800",http://www.lipo-13.eu/nl-NL/3/
2401,GCBxGreenCoffee-AU-Straight-Sale,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,281539,USA,"8,380,000",https://secureeasyorders.com/offer/garcinia3022/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=686417830&SID2=300001&LPID=358&ClickID=30565450
2402,CellanMango-AU-Straight-Sale,zymbiotix365.com,08/14/13,Zymbiotix | Prohealth.  Prolife.  Probiotics.,Zymbiotix,No,No,No,Yes,"3,356,685",USA,"16,800",http://www.zymbiotix365.com/mm/slim/index.php?AFFID=220684&C1=1003%2c1272&Click_ID=10_2363527_6cf00dda-ff64-4817-8447-35df2db35fdb&C2
2403,Umoris,umoris.com,05/28/13,Better Than Cosmetic Injections – Umoris,Umoris,No,No,No,Yes,"4,822,407",N/A,"60,900",http://www.umoris.com/lp1/?AFID=5&SID=300001
2404,Svelme,svelme.com,05/28/13,The Last Skin Care System You Will Ever Need – Svelme,Svelme,No,No,No,Yes,"4,290,129",N/A,"79,200",http://www.svelme.com/lp1/?AFID=5&SID=300001
2405,TitaniumProX-NZ,titaniumprox.com,08/05/13,Titanium Pro X,Titanium Pro X,No,No,No,Yes,"837,761",France,"284,000",http://nz.titaniumprox.com/?AFID=1066&C1=300001&C2=686419597
2406,Adrenalast-NZ,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",https://nz.adrenalast.com/?AFID=1066&C1=300001&C2=686419861
2407,TitaniumProX-NL,titaniumprox.com,08/05/13,Titanium Pro X,Titanium Pro X,No,No,No,Yes,"837,761",France,"284,000",http://nl.titaniumprox.com/?AFID=1066&C1=300001&C2=686419875
2408,Adrenalast-NL,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",http://nl.adrenalast.com/?AFID=1066&C1=300001&C2=686419884
2409,TitaniumProX-NO,titaniumprox.com,08/05/13,Titanium Pro X,Titanium Pro X,No,No,No,Yes,"837,761",France,"284,000",http://no.titaniumprox.com/?AFID=1066&C1=300001&C2=686419895
2410,Adrenalast-NO,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",http://no.adrenalast.com/?AFID=1066&C1=300001&C2=686419907
2411,TitaniumProX-IT,titaniumprox.com,08/05/13,Titanium Pro X,Titanium Pro X,No,No,No,Yes,"837,761",France,"284,000",http://it.titaniumprox.com/?AFID=1066&C1=300001&C2=686419922
2412,Adrenalast-IT,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",http://it.adrenalast.com/?AFID=1066&C1=300001&C2=686419934
2413,TitaniumProX-FI,titaniumprox.com,08/05/13,Titanium Pro X,Titanium Pro X,No,No,No,Yes,"837,761",France,"284,000",http://fi.titaniumprox.com/?AFID=1066&C1=300001&C2=686419949
2414,Adrenalast-FI,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",http://fi.adrenalast.com/?AFID=1066&C1=300001&C2=686419954
2415,TitaniumProX-ES,titaniumprox.com,08/05/13,Titanium Pro X,Titanium Pro X,No,No,No,Yes,"837,761",France,"284,000",http://es.titaniumprox.com/?AFID=1066&C1=300001&C2=686419963
2416,Adrenalast-ES,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",http://es.adrenalast.com/?AFID=1066&C1=300001&C2=686419980
2417,TitaniumProX-AR,titaniumprox.com,08/05/13,Titanium Pro X,Titanium Pro X,No,No,No,Yes,"837,761",France,"284,000",http://ar.titaniumprox.com/?AFID=1066&C1=300001&C2=686419990
2418,Adrenalast-AR,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",http://ar.adrenalast.com/?AFID=1066&C1=300001&C2=686419999
2419,TitaniumProX-CL,titaniumprox.com,08/05/13,Titanium Pro X,Titanium Pro X,No,No,No,Yes,"837,761",France,"284,000",http://cl.titaniumprox.com/?AFID=1066&C1=300001&C2=686420013
2420,Adrenalast-CL,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",http://cl.adrenalast.com/?AFID=1066&C1=300001&C2=686420025
2421,TitaniumProX-SE,titaniumprox.com,08/05/13,Titanium Pro X,Titanium Pro X,No,No,No,Yes,"837,761",France,"284,000",http://se.titaniumprox.com/?AFID=1066&C1=300001&C2=686420038
2422,Adrenalast-SE,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",http://affiliate.gmtracker.com/rd/r.php?sid=2422&pub=300001&c1=adm&c2=test&c3=link
2423,TitaniumProX-CH,titaniumprox.com,08/05/13,Titanium Pro X,Titanium Pro X,No,No,No,Yes,"837,761",France,"284,000",http://ch.titaniumprox.com/?AFID=1066&C1=300001&C2=686420059
2424,Adrenalast-CH,adrenalast.com,08/12/13,AdrenaLast,AdrenaLast,No,No,No,Yes,"1,551,298",Spain,"5,850",http://ch.adrenalast.com/?AFID=1066&C1=300001&C2=686420072
2425,WFHReport,thebinarycode.com,07/07/09,The Binary Code - Apply Today,The Binary Code,No,No,No,Yes,"1,306,654",UK,"5,900,000",http://v1.thebinarycode.com/?hid=686420095
2426,EasyLoanSite-LongForm,theeasyloansite.com,09/28/06,The best way to shop for a mortgage on the internet,The Easy Loan Site,No,Yes,Yes,Yes,"64,544",USA,"1,690,000",https://www.theeasyloansite.com/landers/blue-icon/3?utm_source=a4d&utm_campaign=LF&utm_term=447670&utm_content=banners&utm_adgroup=300001&utm_creative_type=167485601#step/transaction-type
2427,EasyLoanSite-ShortForm,theeasyloansite.com,09/28/06,The best way to shop for a mortgage on the internet,The Easy Loan Site,No,Yes,Yes,Yes,"64,544",USA,"1,690,000",https://www.theeasyloansite.com/landers/blue-icon/3?utm_source=a4d&utm_campaign=SF&utm_term=-1&utm_content=banners&utm_adgroup=300001&utm_creative_type=167485601#step/transaction-type
2428,MuscleRev,musclerevxtreme.com,11/26/12,MuscleRevXtreme,Muscle Rev Xtreme,No,No,No,Yes,"654,809",USA,"792,000",https://www.musclerevxtreme.com/trial/?AFFID=12&C1=212593&C2
2429,SuperiorAntler,superiorantler.com,08/29/12,Try Superior Velvet™,Superior Velvet,No,No,No,Yes,"1,828,618",USA,"47,400",https://www.superiorantler.com/offer/v4/index.php?afid=1327&sid=212593&t=1022500d70830055fe424fc97938fd&tcb=off&clickid
2430,AdvancedGarciniaCambogia-GR,advgarcinia.com,03/25/13,N/A,Advanced Garcinia Cambogia,No,No,No,Yes,443003,France,"215,000",http://gr.advgarcinia.com/?AFID=1066&C1=300001&C2=686420685
2431,Solpria-GR,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,335431,USA,"200,000",http://gr.solpria.com/?AFID=1066&C1=300001&C2=686420736
2432,KetoneAdvanced-UK,ketoneadvanced.com,02/28/13,N/A,N/A,N/A,N/A,N/A,N/A,"1,579,532",UK,N/A,https://ketoneadvanced.com/werukldfjad2343wdfasdf33/?AFID=212593
2433,NutraGreenCoffee-UK,nutragreencoffee.com,08/14/12,N/A,N/A,N/A,N/A,N/A,N/A,"6,494,687",N/A,N/A,http://nutragreencoffee.com/werukldfjad2343wdfasdf33/?AFID=212593
2434,XO-Ecig,tryxocigs.com,01/24/12,XO Cigs Electronic Cigarettes,XO Cigs,No,No,No,Yes,"1,742,033",USA,"5,140",http://www.tryxocigs.com/t1/?AFID=24&SID=17&C1=
2435,CreditReportMatter-UK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://affiliate.admtracker.com/rd/r.php?sid=73&pub=400000&c1=adm&c2=test&c3=link
2436,ScholarshipZone,centurys.com,06/21/02,Congratulations!,Centurys,No,No,No,Yes,2664577,USA,"504,000",http://exclusiverewards.centurys.com/?sov=63684401&hid=bdjfrblflhbbr&&ctrl1=noiframe&id=XNSX.17%3A%3A%7BS2%7D%3A%3A%7BS3%7D%3A%3A%7BS4%7D%3A%3A%7BS5%7D
2437,AfricanMangoPlus-PL,africanmangoplus.com,12/22/10,African Mango Plus – Polish,African Mango Plus,No,No,No,Yes,"713,149",USA,"5,800,000",http://pl.africanmangoplus.com/?CID=10271101212127104131001&SID=686421255&SRC=300001&AID=1327&ARD=&OID=104&ORD
2438,DigestItColonCleanse-PL,digestit.com,01/21/04,Digest It Colon Cleanse Free Package Offer,Digest It Colon Cleanse,Yes,No,No,Yes,"390,558",Mexico,"386,000",http://pl.digestit.com/?CID=10271101212127106131001&SID=686421377&SRC=300001&AID=1327&ARD=&OID=106&ORD
2439,StansberryResearch,stansberryresearch.com,08/02/04,Stansberry's Investment Advisory,Stansberry Research,No,Yes,Yes,Yes,"4,800",USA,"55,600",http://pro.stansberryresearch.com/1304PWAUP2YR/PPSIPA07/?h=true
2440,PureMusclePro-UK,powerprecisiontrial.com,03/14/12,Power Precision Trial,Power Precision,No,Yes,No,Yes,"286,059",USA,"560,000",https://www.powerprecisiontrial.com/newformula/
2441,AlphaGenix-UK,vimaxtrial.com,01/29/10,Vimax - #1 Male Enhancement Pill,Vimax,No,No,No,No,"411,539",USA,"9,280,000",https://www.vimaxtrial.com/
2442,MuscleZX90-NL,buypremiumqualitymusclesupplement.com,06/18/13,Muscle ZX90,Muscle ZX90,No,No,No,Yes,"279,349",Germany,"112,000",http://buypremiumqualitymusclesupplement.com/nl/speciaal_2/?click_id=802400768&c1=300001&c2=686421719&c3=&AFID=410028&SID=300001
2443,XTGenix-NL,buypremiumqualitytestosteronesupplement.com,06/18/13,XT GENIX,XT GENIX,No,No,No,Yes,"279,349",Germany,"64,900",http://buypremiumqualitytestosteronesupplement.com/nl/speciaal/?click_id=802400851&c1=300001&c2=686421872&c3=&AFID=410028&SID=300001
2444,Mobile WAP - GamiFive SYCK (Stuff U Can Kill) – CA,f5mtrack.com,09/04/12,404 - File or directory not found.,N/A,N/A,N/A,N/A,N/A,"19,142,317",N/A,N/A,http://f5mtrack.com/?a=110068&c=28202&s1=300001&s2=686422027
2445,BlackDiamond,getblackdiamond.com,08/01/13,Black Diamond Skin Serum,Black Diamond Skin Serum,No,No,No,Yes,"2,999,624",USA,"48,800",https://www.getblackdiamond.com/trial/us/?afid=1006&SID=235
2446,GreenCoffee-US,greencoffeefatburn.com,07/18/12,Green Coffee Fat Burn,Green Coffee Fat Burn,No,No,No,Yes,"441,267",USA,"661,000",http://greencoffeefatburn.com/trial/index.php?AFID=96&SID=16&utm_source=96
2447,Ketone-US,flawlessraspberryketone.com,04/25/12,Flawless Raspberry Ketone,Flawless Raspberry Ketone,No,No,No,Yes,"418,576",USA,"194,000",http://www.flawlessraspberryketone.com/trial/index.php?AFID=96&SID=16&utm_source=96
2448,Luminant,luminantskin.com,05/14/12,Daily Complexion Repair Trial V2 :: Luminant Skin,Luminant Skin,No,No,No,Yes,"1,000,764",USA,"16,000",http://www.luminantskin.com/trial-2/index.php?afid=169514&sid=235
2449,Ideal Image,ideallaserexperts.com,09/23/11,Ideal Image Laser Hair Removal,Ideal Image,No,No,No,No,"796,881",USA,"714,000",https://www5.ideallaserexperts.com/?ReferenceId=3CFDDF9B-D99F-4697-A460-5F3BE0123598&source=MWSocial4&utm_source=24985&utm_medium=Aff&aid=24985&sid1=686422657&sid2=&sid3=&tt=DPPNT3TAX31AXFR1P1N4PQF6F8QAQTT1RQFJFQQFFPJRXFQXPRXP13!RT3XX6
2450,Scholarships4Moms-US,scholarships4moms.net,06/06/08,Scholarship Application for Moms - Go back to School and Take Control of your Family and Career,Scholarships 4 Moms,No,No,No,No,"90,461",USA,"57,400",http://scholarships4moms.net/scholarship-application-for-moms
2451,Cosmitone,healthycheckout.com,08/16/10,Splendyr Instant Wrinkle Reducer,Splendyr,No,No,No,Yes,177121,USA,"59,300",http://secure.healthycheckout.com/o/splus/landing#none
2452,RenovoCreme,renovocreme.com,09/12/11,RenovoCreme.com - Beauty in a Bottle!,Renovo,No,No,No,No,"678,853",USA,"2,290,000",http://www.renovocreme.com/t1/?AFID=5&SID=300001
2453,Auravie(M-F),auravietrialkit.com,06/24/11,Auravie SkinCare,AuraVie,No,No,No,Yes,"4,397,549",N/A,"214,000",http://auravietrialkit.com/?&affid=130100&hitid=412709388&sid=2&c1=16&c2=300001
2454,SoleSociety,solesociety.com,03/05/08,"Sole Society - Women's Shoes, Handbags and Accessories at Surprisingly Affordable Prices",Sole Society,No,No,No,Yes,"33,482",USA,"1,770,000",http://www.solesociety.com/?utm_source=ddm&utm_medium=affiliate&utm_campaign=8308&utm_content=300001
2455,Zulily-Social,zulily.com,12/09/09,"OOPS! We opened the door too early. | Daily deals for moms, babies and kids",Zulily,No,No,No,No,"1,229",USA,"5,170,000",http://www.zulily.com/oops-event
2456,ExtremeTestosterone,xtremetestosterone.com,04/02/13,Xtreme Testosterone | Oficial Site,Xtreme Testosterone,No,No,No,Yes,"1,890,299",USA,"19,600",https://xtremetestosterone.com/lp2/?AFID=xtr_1114_686424503&SID=_
2457,LiftVapor,liftcigs.com,11/08/12,Lift Electronic Cigarettes,Lift Vapor,No,No,No,No,N/A,N/A,"29,400",https://www.liftecigs.com/v2/?AFID=LFTV2_1114
2458,HealthyChoiceGarcinia,healthychoicegarcinia.com,03/10/13,Healthy Choice Garcinia Camogia,Healthy Choice Garcinia Cambogia,No,No,Yes,Yes,"548,352",USA,"21,600",https://www.healthychoicegarcinia.com/lp1/?AFID=1114_686424769
2459,BiocareXL-DE,biocarenatural.com,06/30/13,Biocare XL - Testosteron Booster,Biocare XL,No,No,No,Yes,"1,549,527",N/A,727,http://secure.biocarenatural.com/landing/muscle_de?pub_id=400&o=15&subid1=686424998&subid2=&subid3=&kw
2460,BioCareSlim-DE,biocarenatural.com,06/30/13,BiocareSlim+,Biocare Slim+,No,No,No,Yes,"1,549,527",N/A,5,http://secure.biocarenatural.com/landing/diet_de?pub_id=400&o=20&subid1=686425125&subid2=&subid3=&kw
2461,BiocareXL-AT,biocarenatural.com,06/30/13,Biocare XL - Testosteron Booster,Biocare XL,No,No,No,Yes,"1,549,527",N/A,727,http://secure.biocarenatural.com/landing/muscle_at?pub_id=400&o=25&subid1=686425262&subid2=&subid3=&kw
2462,BiocareSlim-AT,biocarenatural.com,06/30/13,BiocareSlim+,Biocare Slim+,No,No,No,Yes,"1,549,527",N/A,5,http://secure.biocarenatural.com/landing/diet_at?pub_id=400&o=30&subid1=686425283&subid2=&subid3=&kw
2463,TruVisage-Trial-FR,bellalabs.com,03/29/11,BellaLabs - Instant Wrinkle Reducer,BellaLabs,No,No,No,Yes,"270,861",USA,"134,000",http://www.bellalabs.com/trial/index.php?AFID=96&SID=16&utm_source=96
2464,PureEssence-Trial-FR,lacremeskincare.com,03/05/13,La Creme Skin Care - Anti Wrinkle Cream,La Crem Skin Care,No,No,No,Yes,"2,121,479",N/A,"99,700",http://www.lacremeskincare.com/trial/index.php?AFID=96&SID=16&utm_source=96
2465,WrinkleRewind-US,findbeautyandtruth.com,06/30/11,Wrinkle Rewind,Wrinkle Rewind,No,No,No,Yes,493958,France,"38,500",http://www.findbeautyandtruth.com/wr02/?aff=c2wr&sub=235
2466,Biogeniste-US,biogeniste.com,11/06/11,BioGeniste Instant Wrinkle Reducer,Bio Geniste,No,No,No,Yes,"1,070,296",USA,"43,900",http://www.biogeniste.com/304C2/index.php?AFID=2166&SID=235&click_id=201236458&offer_url_id=0
2467,Juvesiio-UK,bellalabs.com,03/29/11,BellaLabs - Instant Wrinkle Reducer,BellaLabs,No,No,No,Yes,"270,861",USA,"134,000",http://www.bellalabs.com/trial/index.php?AFID=96&SID=16&utm_source=96
2468,FootballKickup,mobiplaygame.com,05/06/13,GameArea il meglio per il tuo telefonino,Game Area,No,No,No,No,"289,268",N/A,"7,030,000",http://it.mobiplaygame.com/landing-001/lpmf.ashx?cfx=2&pidservice=1015&cid=xf22&l_sid=20qzNf0YlT89mlxa1j451Z1vr6aI000.&id_channel=1&aff=558881&transactionid=RBu0VTLL9zh1yTX00000000000000000000000000117636309&guid=7bcdb2a0-d040-4b73-a075-ca848de511a3&lid=30108944&nh=8mdshismhn9o4no3iekkui45i593kcqxhh1qaxgbn415dn2kzi6kbna0rh0lczsf6l5x672vgj60q815c
2469,GamezTour,gameztour.com,11/17/11,Skilled Games,Skilled Games,Yes,No,Yes,Yes,"2,058,687",N/A,"23,800",https://www.gameztour.com/Netherlands/index.php?ver=gadgetV1T1&offer_id=108&N_aff_id=1190&transaction_id=102e402cf20ed262975793ba97196f&source=DisplayAds&sub_source=asdw2qwe&aff_sub=S2S_CPA_NONincentive&aff_sub2=686425696&aff_sub3=&aff_sub4=&aff_sub5
